
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Europe & Central Asia (excluding high income)","ECA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161894132210.978","178734578951.387","157123999668.933","106179070394.306","104762380586.818","80733850834.3348","88807997954.9824","89857694306.7601","86998763664.0156","80109541385.6818","68703534646.2482","67669292277.1643","64234281663.5866","72410474134.528","87221717385.5449","107998079195.902","121622865093.779","131322311146.977","154402932192.096","189073740899.439","160564983867.983","182929934403.079","213708464330.956","207963028565.192","219410130239.173","213141785282.154","181455151765.931","168084961432.067",
"Europe & Central Asia","ECS","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419374091165.031","382579587669.172","328450172317.27","294719674469.592","279336846552.76","315146645259.189","319234667792.361","293755020872.39","283741934155.754","260261711231.841","240059303557.131","238316058723.693","249595480618.257","296738556336.642","349327044243.977","341506499025.743","353008057541.687","416510344942.162","466103838041.774","388884607213.625","428413602061.261","487068980912.411","463293556174.667","494143776821.549","481533219402.488","405751208489.197","386826907251.32",
"Ecuador","ECU","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","294486653.45028","290522456.04434","295183493.432852","309121374.42509","321565839.562475","747458301.61146","681026456.842352","725362709.868603","756111449.584473","817011642.701045","745089165.942586","695682482.354742","823120571.076952","987552393.115164","1590015189.68133","1728430540.46388","1829088792.00333","2062265567.6225","2169910168.1382","2271225734.76822","2880871974.78984","3438781414.25874","3174041508.53753","2898914623.71402","3147984017.61869","3237568961.05717","3187101769.10404","2977011060.02173","2872825117.4483","3111641596.51571","3127253080.03645","3544331165.58279","3423812906.45323","4432258129.06453","5029050525.26263","5353774887.44372","5234491245.62281","5663043521.76088","4890101050.52526","3451939969.98499","2823308654.32716","3097021000","3206310000","3516792000","3546435000","3935357000","4403200000","4772112000","5537442000","6198165000","6769906000","7611445000","7598802000","8342246000","9229318000","9379847000","9408505000",
"Egypt, Arab Rep.","EGY","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","1300349497.5972","1317504856.46449","1389429455.99292","1556775700.93458","1767796610.16949","1941723185.12936","2077021168.06937","2411840744.57084","2684183931.27842","2659463951.79722","3217886891.71416","3463753723.93247","3574811436.59007","3465736961.79503","3614285571.42857","3992638888.88889","4494594729.72973","4842364532.0197","5313154481.95576","5906256826.48893","6686210763.27086","7044901590.27128","7942654831.10762","6312322714.36684","7432362556.79471","7956482772.54374","6350947357.92622","6523636144.79584","7331032412.96519","8155397390.27284","9451489236.21351","10898584905.6604","12354572271.3864","13474616292.7981","14430846358.0065","15512989872.303","14987751769.1889","13533271504.7531","12676425606.2923","11251157576.6438","12539679896.0745","14227879378.4475","17510441119.7926","20564327272.7273","24563828243.998","29201364197.0829","32731345852.6258","31493035282.3422","32536220643.44","34640063114.1074","37431422464.8434","39595923025.3437",
"Euro area","EMU","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165801177713.593","171003907320.488","142554223237.964","153215931935.924","174294400130.105","179401168129.484","161250575378.877","159538347975.056","150945437716.161","134594992107.44","136568824002.18","139370827240.232","166181772858.895","187986196378.126","172901129434.282","171815695976.666","201975495004.004","213174916275.37","177982669216.413","186469855906.554","205653634969.051","191448712905.624","206491695062.255","199084666363.241","166985020568.069","161488664790.561",
"Eritrea","ERI","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130495494.512687","90931691.2720875","116509740.25974","108734375","112542671.511948","103765330.074029","174207745.283147","156539018.227314","88935064.9350649","114087987.974712","99200906.9937384","102949617.737554","118028569.356301","248244255.884018","297945821.138211","319819434.146341","231544715.447154","262243902.439024","","","","","","","",
"Spain","ESP","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23844408860.4217","28157099697.8852","25313636363.6364","25638712551.5091","24152993820.5838","22259074995.3934","22848322147.651","24365706757.0111","30667042889.3905","32875589769.0589","31386643452.3069","29792999623.6357","36101834108.9515","37441042917.8263","32716032231.1753","33445690794.235","33906751744.1839","30861104288.1476","34187991888.8402","31257846936.9671","27731105732.5771","28790916630.6524",
"Estonia","EST","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221287332.808812","224904929.119521","228763300.270514","298884636.778285","225997551.107325","245798949.599189","264117715.513383","275777526.60827","354366531.165312","415730434.782609","434244248.227832","461282022.33095","674346427.593759","591371319.759777","416970269.519311","544411427.315302","788572818.720541","735924590.617535","772110881.757695","816218405.367568","656839365.209595","582178151.852634",
"Ethiopia","ETH","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","4009588743.96135","4104840289.85507","4658969855.07246","3877987826.08696","4984878792.27053","5021443719.80676","5171530869.56522","5300985024.15459","5553624347.82609","6025641980.67633","7898721400.96618","6697817698.4835","5293597069.08257","3650991925.0255","3979501295.33679","4373584856.68613","4640664101.93278","3835770299.33159","3502759775.79251","3681548336.42199","3485190446.45645","3037664391.81992","3215348079.94872","3918718405.94002","5106106985.99103","6498059682.75179","8329426631.79441","12230064939.4202","14883148075.6311","12406604219.9984","13180503225.8065","19200051115.6187","19649886667.1797","21422080397.5843","23243921380.0494","24854037593.5392",
"European Union","EUU","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210913092062.332","214841119298.461","182100005155.976","196711705443.928","225541103600.834","228753022781.848","208041333875.223","204329079738.017","191043208457.089","171426548181.391","175271491225.018","178037769165.805","212010868555.511","245719091925.727","222709269971.931","225353619481.827","264076080875.541","283371593115.25","231442068060.475","246642965950.55","276485928492.326","255490736909.102","275751857267.901","267743166623.862","222658376129.224","215178549654.74",
"Fragile and conflict affected situations","FCS","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40669284397.8656","36602427343.1936","38389113256.0243","42867428193.5817","44033122954.3157","51882544118.647","58800081338.7078","69759753905.4662","84353745050.399","86083408334.2026","99742221871.4083","111008528054.307","122082497250.202","128124800001.12","135940444249.059","130103435854.518","137444527037.133",
"Finland","FIN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","2888070470.34104","2963541467.91814","2901491515.4198","2992376462.09386","3615760036.63563","4603124003.82531","4019013502.34224","4102627359.07241","3856746370.6234","3830629204.59042","3843054489.63929","4821721792.16514","4837007980.52212","5665955934.61265","6213107939.58709","7633338516.56041","6165269813.26276","4814175736.66047","3901321952.74279","4324416619.23734","5095315904.13943","4557338855.81155","4344290459.28301","3886292834.89097","3902620924.78159","3712916896.9965","3577628635.34676","3734236777.71504","4343115124.1535","4690836851.25404","4666086307.67317","4340735164.97303","6010128661.37421","6149113812.80211","5595998888.58016","5917528470.62297","6462731698.52449","6055555373.24783","6933461246.7872","6546104277.88606","4927583697.40203","5042945632.36301",
"Fiji","FJI","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","48986273.7690467","46215841.8335222","44578768.4170759","43784599.8993457","43143105.8062912","44085652.1241269","44373284.5379689","55256219.1906454","53431544.4873144","69801260.3005332","95316041.2994208","130337636.544191","160603479.742061","163751810.181575","154022236.75605","166627302.786963","201029077.420127","243887530.562347","221975193.072783","221844701.844702","186734513.274336","163749307.223351","186977288.488211","244607644.099214","246133129.672803","195707194.294903","232314434.032225","240102032.547775","252644280.292762","269334730.538922","278333246.854326","327145550.167338","338406456.659319","368417302.073683","309690378.887581","237567948.459835","317678716.490658","251526825.143287","215032065.360625","244026247.199232","287886907.901677","334444893.248702","359873625.073921","380620725.508318","401442091.535739","376892639.769091","289601370.353326","294639316.061096","347904807.048851","384327951.282194","423771043.771044","427003761.988025","404891825.567398","",
"France","FRA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","6590049342.02451","6156913034.46403","7472265624.90844","7521425267.17757","7545340768.82201","7946589740.85657","8399655633.12076","9045374177.52074","9548928351.03431","9523263628.8398","9888980748.78942","10120752930.0343","13859557867.3602","18006776664.7024","15548281505.7283","17475906379.073","17090958754.4387","17829633591.8695","21270348837.2093","25555041628.1221","25496740142.8128","21905853952.927","23853678011.7776","20277132283.329","17955415446.9714","18585194918.9663","25126432427.3132","29077812943.3592","29263296993.7232","32264034546.5762","40057824358.511","33424020462.7369","36604708798.0173","30615010423.9055","33737003780.7183","39430937048.2324","38887036799.5897","34322319622.3871","35769401823.4379","33624547197.9544","28777409250.0461","29174944071.5884","30209862601.167","34248306997.7427","38783213310.1564","37084939684.1189","35351900639.8193","43044073364.3581","44379668961.4765","35661294804.1123","42503429650.6787","47325712614.4478","43785532783.6918","41003284225.0636","44038273063.6141","37546346723.3509","32515329428.2322",
"Faroe Islands","FRO","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","44900000","","","","","","","","","","","","53454000","51543100","48056600","56052200","52602200","56596000","56036600","56713200","57206700","52600000","55800000","56700000","63700000","67900000","68400000","71300000","80200000","91600000","83500000","79800000","82100000","",
"Gabon","GAB","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","45533967.5887779","59028398.4402906","65597388.698494","68100411.8810725","65093105.3219585","59577019.2715639","61869491.7347118","65446945.627744","54127265.8740086","59239752.1756236","60057241.6744596","52659015.7882882","56343029.3058029","83898194.3575716","126711294.381262","138115857.481618","150658822.072848","153451840.18616","155546591.892667","225646995.943654","289190356.729364","236262675.510887","221541767.395054","220434182.15989","217412863.650168","225480416.610766","314663997.585744","360754775.171632","386371288.222432","363626903.081243","435972645.937173","411900595.12901","461449882.467081","371494358.079602","380778476.839263","398278347.681772","403868694.585345","384464218.956827","314771477.941079","340101195.535287","314898122.311094","308356245.954339","305020945.835238","390099592.17158","424059143.855738","455176341.46975","501128248.55548","616702429.627923","655988216.3074","608586060.205474","562060237.402504","624212629.81172","575878448.764032","585610093.514695","658326046.944369","602807171.195512","701381681.06919",
"United Kingdom","GBR","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14388471058.2386","14755546384.4797","15106132678.1327","13712412867.4265","15231946740.1286","17139024775.1302","15741029641.1856","15360183366.0773","14685326266.9758","13950817019.8997","12728098048.1162","11985029509.1406","12690347721.8225","15448163265.3061","18387037715.1227","14396363636.3636","14945722171.1132","17322929171.6687","18123161764.7059","12988004362.0502","15964662764.4724","15794512128.5074","15753964832.8501","17342009791.1725","18096863331.3037","16613054936.6138","14228341397.1808",
"Georgia","GEO","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2326050560.32828","1688741721.8543","1931733860.99431","1567541476.73827","1620839443.88045","1387812049.28829","1026015456.35513","965662581.888247","948307952.012117","692229617.452347","629899155.630167","674853658.341864","653382565.879858","770384172.628341","840284585.410459","946874370.75041","867416030.105594","935485243.93894","1040420177.08613","872271774.917689","847139651.012736","1099868307.14497","1170793132.68334","1319593723.69845","1318515999.32038","1105020843.4319","1142160561.11886",
"Ghana","GHA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","497257403.584668","460838551.491143","523871180.114551","553286406.805475","612116860.187323","893662601.371881","920276377.901765","702824817.264877","696179857.372326","901111674.542489","1030542295.91312","1067395147.83609","985236616.916658","1207746515.37384","1480124210.45134","1339361705.52477","1398305146.90171","1792571428.57143","2223560202.0225","2410826217.37648","2574688704.98452","2241453388.94806","2314285706.04268","2423434711.65901","2172733213.68339","2022114119.85036","2736384501.04697","2567891156.46259","2578805477.27044","2571656685.19515","2641154601.40741","3002119565.21739","2872084668.19222","2203389830.50847","2057531380.75314","2507089241.03419","2701529051.98777","2465820312.5","2694204152.24914","2761702925.73143","1757588548.3575","1873069942.76141","2167364967.18829","2789293954.77619","3370694830.46137","4019320313.36202","5908383851.60938","6757700598.80239","8389215710.3696","8051414182.28279","9021400279.52481","9362850707.76558","9281746296.91502","10353601606.8779","7930973425.09625","7026273777.63346","7468247381.73539",
"Gibraltar","GIB","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","457330236.490414","534886323.396367","554891436.979357","573231073.143279","658359456.225386","550546491.577132","543800443.45898","570377812.663527","682342434.568913","684036838.107726","673188684.163347","761198522.961746","759447446.200437","744018738.484767","628481583.517949","616009820.002054","638054119.683031","716169586.751378","854779800.04719","654410868.402185","643381593.338189","966458196.72053","1030320583.6072","1089782971.22616","958870834.11994","1027237560.86878","1038185800.79759","1201519036.28699","1205569686.10227","1158103087.25916","959065337.810843",
"Gambia, The","GMB","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","14252114.0169121","15065656.8408435","13272212.3553977","14544232.7077233","15816253.060049","16913267.7893507","19087593.0645081","24230498.1203008","30860950.3769946","36919247.7876106","36617693.3099699","42804186.6550371","48017452.17433","55284897.2675281","65136548.5183033","67003316.2496232","76588774.8416685","68919123.7777609","49663792.8629224","59541847.505072","53487364.6209386","67426198.688228","73080019.0805557","73632575.5577826","77186191.1410078","125353288.064948","123749676.810144","129915880.365136","143555782.838298","167879037.75028","152223665.945372","165389953.138174","161364508.460881","195633395.05577","192067033.688886","174778035.5959","139499051.100021","130274558.805489","155396518.826111","168938006.11715","142910164.364331","163463462.976513","243365972.134605","236136396.390986","275577988.005141","201671839.519373","203671145.45891","192972000.355975","164131241.46359","185400252.198503","163847374.071554",
"Guinea-Bissau","GNB","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","37363435.1358924","35225728.5714286","40151428.5714286","38325932.2033898","40873026.3157895","52064670.369476","54046330.0607761","53064271.432142","63311959.6541787","61152104.7331319","46690754.1115122","76237727.2727273","77398316.2217659","69424207.8364566","57215803.1775514","66875006.25","58925799.6249665","93018287.7416855","88784722.0887204","103713240.09955","138902320.338846","131857300.047431","108256197.279912","125178744.356016","123135475.781315","131548735.279445","146689707.574955","144066151.118131","126798499.85115","123537300.851199","154468630.416157","147135518.802901","173955599.248309","201730797.454853","223021748.874849","258961631.992532","247946939.519413","298170038.06648","400645101.788657","360895688.841459","380183210.607398","491164760.51151","445868593.459583","395342482.39009","","","",
"Equatorial Guinea","GNQ","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153139254.309844","179459541.115721","176306533.21879","159024097.056607","172988045.073767","224705695.111389","236357678.172226","261553720.346531","279554625.163072","250761899.367571","269102518.312563",
"Greece","GRC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10095883218.1203","9604879813.13703","8935376263.5717","8615210884.35374","8243835606.22203","7073097475.58504","7085630335.57047","7671723790.70205","10095776523.702","10283263844.0526","10615577167.019","8749552502.82273","9673889269.0939","9950600263.659","9256356210.05835","8633680130.99141","8492094788.14636","7954146081.58408","7693077293.15443","7752194802.94427","7082060703.28006","6827815766.40121",
"Grenada","GRD","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","12666570","14169442.2222222","17728418.8888889","18274933.3333333","19813822.2222222","17903884.8148148","17707775.9259259","18915074.4444444","18560787.4074074","20798969.6296296","26445054.8148148","27626594.4444444","27453844.0740741","24708504.4444444","26823707.7777778","24145247.4074074","23027647.4074074","23136823.3333333","24555884.4444444","22017815.1851852","21909144.4444444","23302036.2962963","25894693.3333333","26859259.2592593","27926518.5185185","33990000","34691296.2962963","30041814.8148148","20616814.8148148","27183333.3333333","26987000","31117259.2592593","35682481.4814815","34797296.2962963","34633000","38652000","40744074.0740741","55640259.2592593","74814814.8148148","63512545.9259259",
"Greenland","GRL","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191037843.253336","224199228.856137","224849505.577882","236345597.63234","236309862.777155","247817814.479904","234997854.837807","245016980.494657","300631437.778233","330168321.104877","349910083.150829","402886414.253898","332436570.103598","",
"Guatemala","GTM","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","382561300","396523100","398450600","449770300","468222500","520103100","549783700","594416800","716614300","881992300","1022624900","1191494500","1441654400","1568859400","1751983900","1957440900","2150636600","2190084800","2293442600","2426807900","2513192782.6087","1852142237.44292","1840439920","2026946641.22137","2156072372.15909","1979788131.43698","2421127841.07857","2639971956.83286","2834721137.80743","3179239480.45625","3539406258.48862","3770758247.72032","4221010133.9101","4546276668.58424","4221750305.23006","4401954461.84286","2608412516.22426","2897039672.18983","2906183016.8245","3082386723.71484","3372039494.88466","3405453016.07345","3906496904.85189","4363946613.05044","4398946272.13135","4569666281.9415","5277699283.27382","5317861519.60784","5725995316.15925","6283478052.81808","6683505120.96985","7184985591.91568",
"Guam","GUM","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","40132998.8916759","44332963.8919676","45732952.2253981","42991308.4057633","42757977.0168582","46000000","43647058.8235294","47117647.0588235","39900000","44700000","45050000","50850000","49619047.6190476","50619047.6190476","120045454.545455","142250000","94400000","84320000","102640000","105400000","124800000","107142857.142857","97333333.3333333","97000000","91315789.4736842","102093023.255814","113953488.372093","91734693.877551","93600000","133161768.382353","133189878.481013","115411449.910555","131582731.414868","137534556.835637","168886476.500362","214654932.394366","227870369.65812","223404324.407834","208006967.226729","204524759.266958","184191201.556761","181538833.914867","190375781.082002","199862489.510172","206062978.455177","238273921.20075","355190588.06134","368842190.161737","452200106.760535","422652610.934052","414102039.03243","481404781.452571","536856100.290519","573545893.700991","566420213.786249","621016949.152542","555569007.263923",
"High income","HIC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548020903685.872","542151829952.33","484823561708.467","460290608506.039","461847705123.154","454076301195.237","436591331939.68","426088984447.103","486802896200.691","558023838343.555","528725787619.547","522836839087.756","578727834033.687","617504005894.152","543895820237.709","607828084544.789","698379104286.98","677010649933.347","728598674215.756","691691030275.927","606164633238.631","",
"Hong Kong SAR, China","HKG","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149912722.045385","151561778.73519","146559130.133737","121359223.300971","123651771.956857","122536098.64606","121913540.513401","130104852.975107","118790774.13058","140612502.902552","122020285.228852","121274409.044193","143623330.411015","157942238.267148","192930191.769515","210273742.872623","",
"Honduras","HND","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","113500000","125600000","137250000","141150000","157600000","185350000","198900000","211550000","224000000","218600000","212000000","206500000","225000000","255500000","275000000","277000000","344000000","449000000","466500000","512500000","543500050","564499950","566000000","585500050","618000000","703500050","700000000","769500050","747639484.978541","672758655.172414","608706250","597739180.318619","597682769.784827","616012645.600896","717105889.068595","732638164.754953","776013513.513514","929277566.539924","848818316.100443","731777003.484321","1020956448.65661","996121727.907586","947269892.673766","945419103.31384","1067637809.3888","1206192295.95006","1285459762.86579","1462140841.22121","1675473859.55785","1579102518.6424","1835973347.58747","2518340288.36718","2513638232.82712","2255325638.74439","2477143364.25962","2578129361.00988","2630235789.1003",
"Heavily indebted poor countries (HIPC)","HPC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","8692521227.62068","9098287742.3384","9739019791.07309","10172927698.1449","10928378148.696","11897305530.7154","14506698118.3598","17689652817.0047","20725750301.9587","22606509042.52","27824464333.9769","31394038414.3307","34893923776.7821","34071421758.1386","33540880606.8137","34018145208.4195","32593970747.7979","30549067712.2319","34433020102.9101","40406387340.194","43549512030.523","45278639249.6443","44173089792.7271","44242905967.4666","48049164117.2327","43747469717.2107","43326942139.1837","35239860233.3597","41009436731.4785","41676033866.7058","45150705424.0566","44587447057.2599","42434948812.6684","43737496073.9165","41310544064.5969","44093686688.5023","49506024589.7401","53100466656.5999","63658891055.1564","73837078441.7068","85498926383.8581","106272904065.927","109988012283.561","116299669042.604","127728797419.33","146578075263.088","154009620622.804","160349942731.631","158285227701.78","165479460674.955",
"Croatia","HRV","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340405425.55632","1391647933.45847","1310424309.32052","1450720789.52745","1359184583.15171","1161216376.52971","1244196883.05461","1412982011.50959","1501175838.92617","1945263095.96805","1923103779.57016","2194605178.38171","2470468444.11299","2982192742.75289","2732584241.13825","2483900782.10258","2495860813.26372","2143130352.28963","2139362810.91693","1997884311.61059","1677436667.97895","1682064266.82339",
"Haiti","HTI","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3289865228.72458","3350999399.26641","2960187205.68427","2904370627.65827","2578692095.74869","2307448600.03856","2610902744.44784","2830833236.05957","3283932223.15695","4468245458.10567","4153224856.88875","4032145063.92889","4757250887.40253","5314011177.52085","3872666879.83742","3909208000.54501","5498042824.10286","4916048496.06663","5208538411.67661","5512720602.46056","4218041223.27334","4767920953.85818",
"IBRD only","IBD","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","79926615450.0769","82282804508.1722","84331297331.9329","94700632015.6584","106181236149.241","114669487497.664","112358054441.76","119156839000.932","122884991620.992","130169856416.913","135126078332.189","142478835360.353","156509598019.471","200214376188.013","233114630756.225","240725073647.578","250644093145.332","283954574085.675","282038043253.841","329136808977.58","364014099925.399","388349286776.525","384780498677.909","399594461155.967","415303151682.78","431771070776.227","451819186341.587","455900256467.166","486887525382.387","499545373585.536","535637189617.1","517344588021.66","467057926462.345","462237072900.139","514644745439.296","566067137596.353","622815440301.03","620081861745.5","597614719673.424","574903772067.429","567858567943.045","571121278860.591","587455414175.447","656619158600.77","756288578619.599","824150193538.832","919000834247.144","1138231373534.34","1355314221290.16","1376084275026.92","1639293703081.59","1920445179555.33","2005491319798.71","2140543035459.1","2201652337913.75","2128261769120.18","2136059437690.05",
"IDA & IBRD total","IBT","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","98992163972.4814","102541308510.94","105377366792.854","117110513337.273","129811370751.626","140682981915.293","139529942401.365","147697270503.073","152408597149.978","162055775347.154","168792122911.92","176978118428.742","191943889600.983","241077852586.955","284949937721.625","304989664103.263","308085913416.136","349563020568.292","356301221859.219","412586696372.112","446816118309.7","475828303857.788","472316663978.782","477445833974.061","490609493695.307","513382667900.985","536892690060.009","546517443728.324","583479971412.396","593131296915.437","634100874011.536","619496520173.167","563678302540.77","553389097106.608","601524947511.616","665531184829.557","728917845900.379","732712599553.899","710008809319.939","685356345950.54","681549399032.396","681834779755.515","712855198254.399","793634139692.094","902830529406.768","993717299307.774","1121154631527.01","1372771721987.33","1642386183537.87","1664928443189.47","1976624120430.88","2297577783749.71","2413613714723.22","2570241563960.74","2655946675314.17","2574801153542.02","2584637042821.45",
"IDA total","IDA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","86868489217.7899","86898010328.2873","77692586449.3903","75346887461.0506","81539691707.8408","85018259789.724","90244452912.5314","96193097449.993","93137804775.2502","97663970115.355","101654888554.609","96373792926.1762","90656753869.4956","85486509797.2373","98127946303.6069","104422142268.837","111398984376.803","111449434750.898","109690763603.485","113227976253.938","110173041540.852","125067550441.833","136611684922.669","145963081702.302","169148782415.84","201968568023.063","233989636011.055","286813866257.892","288450937170.899","336505122288.459","375242889213.623","406879451290.326","428069897566.3","453168096776.615","445782673168.073","447835277206.117",
"IDA blend","IDB","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","36439617206.1096","36477128353.2106","30075345012.3021","28947879622.4401","29238232980.6122","27253141925.3371","28862240574.3445","31495692867.8497","29997601156.4856","31495264511.8648","32232924036.9673","31750287603.4784","27874948081.1911","31329353910.2365","35238436724.1538","38729716036.2698","41796330092.7947","41925824723.8388","42688559745.9566","42832175910.2237","42981154465.6792","55424979067.152","59317098056.2558","64028685720.3454","74366787883.3182","94301212697.9559","109076821312.07","131321268310.457","126530714036.921","158146241497.516","178318419380.133","191461299147.465","203616027666.219","217378189079.411","211330075068.136","202439631758.554",
"Indonesia","IDN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","17712078615.7032","20334520373.0773","22125746417.3924","22871971966.6408","22846816053.0998","24992659809.2536","28251352199.159","30578040032.3962","34642086869.9597","37907953720.7019","34718566660.8888","17259288058.6118","27457999242.0005","25746530832.4418","24532763836.632","30242187911.635","35651016153.0902","36819570160.3482","37524883325.8489","47298659298.4605","59285800240.6739","73889985655.6822","82502594457.3776","105178671736.143","120660549348.229","122755685289.028","121883103723.842","118805781402.308","116192316393.499","125410040276.438",
"IDA only","IDX","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","49703533559.5442","49689653731.1974","47533388786.2311","46366967369.8161","52735918742.6324","58601884994.9939","62277511626.3152","65573370828.5925","64041697657.4994","67110134635.0089","70493689544.7206","65440324502.0071","63877595508.4794","54484248920.0304","63352705786.2378","66018084006.8849","69884999858.2348","69791061364.4813","67071918129.2511","70635280592.6675","67357375356.7522","69488711957.3434","77159637116.1571","81772589624.0721","94593767620.8266","107418985205.577","124625280561.279","155309816694.651","162131316908.37","177834694990.85","196194363340.756","214766468877.176","223606633793.493","234753755510.023","233627211931.865","245304067455.174",
"Isle of Man","IMN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
